Parent Category Name	Category Name 	Link	Employee Company	Title	Roles	Requirements	Additional Info	City/Province	District	Level	Type	Min Salary	Max Salary	Is Dealable	Address	Phone	Fax	Ad Added Date
Аялал жуулчлал, зочид буудал	Зохион байгуулалт	https://www.zangia.mn/job/_7wf466ih02	Шилдэг зам ХХК	Кемп менежер ажилд авна.	Кемпийн хэвийн үйл ажиллагааг хангуулан ажиллах, удидан зохион байгуулалт хййх, ажлын зохион байгуулалтыг удирдах тулгарч буй асуудлыг зөв оновчтой шийдвэрлэж, багийн ажиллагааг хангаж ажиллах	Кемп менежерээр ажиллаж байсан туршлагатай байх Холбогдох хууль тогтоомж, дүрэм журмыг сайтар судлаж, хэрэгжүүлдэг байх Хэрэглээниий программуудыг бүрэн эзэмшсэн байх Багаар ажиллах, удирдах, бусдад нөлөөлөх, идэвхижүүлэх чадвартай байх Хариуцлагатай, харилцааны зөв хандлагатай, шударга, зарчимч байх	Авто замын салбарт ажиллаж байсан бол давуу тал болно.	Өмнөговь аймаг		Дунд шатны удирдлага	Бүтэн цагийн	1,800,000	2,100,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 1 хороо union building c блок 10 давхар 1001 тоот	77001450, 77001450	None	2022-03-24 15:09
Аялал жуулчлал, зочид буудал	Зохион байгуулалт	https://www.zangia.mn/job/_vvvcsapdea	Таван Богд Групп	Сувенир дэлгүүрийн үйл ажиллагаа хариуцсан менежер	Сувинер дэлгүүрийн өдөр тутмын үйл ажиллагаа удирдан зохион байгуулах Дэлгүүрийн борлуулалтыг хянах, ашигт ажиллагааг дэмжих	Худалдаа, Бизнесийн удирдлага, Санхүү, Маркетингийн чиглэлээр мэргэжил эзэмшсэн Худалдаа, үйлчилгээний салбарт 3-аас дээш ажиллаж байсан туршлагатай Салбар нэгж, дэлгүүр хариуцаж байсан туршлагатай /Борлуулалтын чиглэлээр ажиллаж байсан туршлагатай бол давуу тал болно/ Англи хэлний дундаас дээш түвшний мэдлэгтэй	Ажлын байрны талаарх дэлгэрэнгүй мэдээллийг: Ажлын өдрүүдэд 09:00-17:00 цагийн хооронд 9909-4374, 9415-2233 утсаар авна уу	Улаанбаатар хот	 Сүхбаатар дүүрэг	Дунд шатны удирдлага	Бүтэн цагийн	1,500,000	1,800,000		Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 15-р хороо, Чингисийн өргөн чөлөө-6, Стадион Оргил-1, УБ17010, ХААН Банк цамхаг, /Энхтайваны гүүрний зүүн урд/	94152233	None	2022-03-22 15:59
Аялал жуулчлал, зочид буудал	Зохион байгуулалт	https://www.zangia.mn/job/_4h0lahsjqv	Үлэмж ХХК	Ээлжийн ахлах /Англи хэлтэй/	Үйлчилгээний цаг авах Үйлчилгээний төлбөр тооцоо авах тухайн ээлжийг зохион байгуулж ажиллах	Англи хэлний ярианы чадвартай Харилцааны өндөр соёлтой цаг сайн баримталдаг байх хариуцлагатай	1 өдөр ажиллаад 1 өдөр амарна Шангрила зочид буудлын в1 давхарт байрлалтай үндсэн цалин + бонус	Улаанбаатар хот	 Сүхбаатар дүүрэг	Мэргэжилтэн	Ээлжийн	1,200,000	1,500,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, Шангри-Ла Молл худалдааны төв, 2 давхарт Grease MediSpa	88043080	None	2022-03-23 15:50
Аялал жуулчлал, зочид буудал	Зохион байгуулалт	https://www.zangia.mn/job/_0zvjf3q9dw	Блю Рок Сервис ХХК	Кемп менежер	Кемпийн хэвийн үйл ажиллагааг хангуулан ажилллах, удирдан зохион байгуулалт хийх, байрлагчид болон өөрийн компанийн ажиллагчдын ээлж, ажлын зохион байгуулалтыг удирдах тулгарч буй асуудлыг зөв оновчтой шийдвэрлэх үүднээс багийн ажиллагааг хангаж ажилллах, шууд удирдлагатай нягт уялдаатай ажиллах Кемпийн өдөр тутмын үйл ажиллагааг удирдлагаар хангаж ажиллах /дэд бүтэц ашиглалтыг хариуцах/ цахилгаан, дулаан, ус цэвэрлэх байгууламж/	Кемп менежерээр ажиллаж байсан туршлагатай байх Холбогдох хууль тогтоомж, дүрэм журамыг сайтар судлаж, хэрэгжүүлдэг байх Багаар ажиллах, удирдах, бусдад нөлөөлөх, идэвхжүүлэх чадвартай байх Хэрэглээний программуудыг эзэмшсэн байх Хариуцлагатай, харилцааны зөв хандлагатай, шудрага ажиллах, зарчимч байх	Ростероор ажиллах боломжтой байх	Өмнөговь аймаг		Дунд шатны удирдлага	Ээлжийн	2,100,000	2,500,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 1-р хороо, Соёл амралтын хүрээлэн, П.Гэндэнгийн гудамж-16, Цэнтрал оффис 4 давхарт	88889233	None	2022-03-17 10:01
Аялал жуулчлал, зочид буудал	Зохион байгуулалт	https://www.zangia.mn/job/_t7f5c0xc1v	Үлэмж ХХК	Ээлжийн ахлах /Англи хэлтэй/	Үйлчилгээний цаг авах Үйлчилгээний төлбөр тооцоо авах тухайн ээлжийг зохион байгуулж ажиллах	Англи хэлний ярианы чадвартай Харилцааны өндөр соёлтой цаг сайн баримталдаг байх хариуцлагатай	ажлын цаг 09.00 - 22.00 1 өдөр ажиллаад 1 өдөр амарна Шангрила зочид буудлын в1 давхарт байрлалтай үндсэн цалин + бонус	Улаанбаатар хот	 Сүхбаатар дүүрэг	Мэргэжилтэн	Ээлжийн	1,200,000	1,500,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, Шангри-Ла Молл худалдааны төв, 2 давхарт Grease MediSpa	88043080	None	2022-03-09 16:15
Аялал жуулчлал, зочид буудал	Зохион байгуулалт	https://www.zangia.mn/job/_89tfr_m2za	Гүнд инвестмент холдинг групп	Жуулчны баазын зохион байгуулагч	Жуулчны баазын өдөр тутмын ажлыг зохион байгуулах Жуулчны баазын өдөр тутмын ажлын тайлан боловсруулах Жуулчны баазын ажилтнуудын ажил, үүргийг уялдуулах Жуулчны баазын хэрэглэгчидтэй харилцах, санал гомдлыг бүртгэх Жуулчны баазад шаардлагатай үйлчилгээний шийдлүүдийг боловсруулах	Их, дээд сургууль төгссөн байх Голч дүн 3-аас багагүй байх Англи хэлний ахисан дундаас дээш түвшиний мэдлэгтэй байх Жуулчны баазад зохион байгуулагч хийж байсан туршлагатай бол давуу тал болно Эерэг хандлагатай Тууштай	"Гүнд Инвестмент" ХХК-ийн охин компани болох "О энд Партнерс" ХХК-д Жуулчны баазын зохион байгуулагч ажилд авна.	Улаанбаатар хот	 Баянгол дүүрэг	Мэргэжилтэн	Бүтэн цагийн	1,500,000	1,800,000		Монгол улс, Улаанбаатар хот, Баянгол дүүрэг, Амарсанаагийн гудамж, Колорадо бизнес төв, 307 тоот. /Max mall худалдааны төвийн хойд талд байрлах Колорадо бизнес төв/	70004628	None	2022-03-14 12:11
Захиргаа, Хүний нөөц	Цэвэрлэгээ	https://www.zangia.mn/job/_qjo_jseqh1	Нисора ХХК	Үйлчлэгч	Оффисийн цэвэрлэгээ үйлчилгээ хийнэ	Үнэнч шударга Хөдөлмөрч, цаг баримталдаг	Сансарт ойр гэртэй бол зүгээр	Улаанбаатар хот	 Баянзүрх дүүрэг	Мэргэжил хамаарахгүй	Бүтэн цагийн	800,000	1,000,000		Монгол улс, Улаанбаатар хот, Баянзүрх дүүрэг, Улаанбаатар хот, Баянзүрх дүүрэг, 1-р хороо, Токиогийн гудамж	99118904	None	2022-03-10 16:07
Захиргаа, Хүний нөөц	Цэвэрлэгээ	https://www.zangia.mn/job/_0xbc870vwu	Аж Богд Моунтэйн ХХК	Оффисын үйлчлэгч	Оффисын өдөр дутмын цэвэрлэгээ, үйлчилгээ, төлөвлөгөөт бусад цэвэрлэгээ үйлчилгээ хийх	35-45 нас, эмэгтэй Хурдан шаламгай Хийж буй ажилдаа чин сэтгэлээсээ ханддаг Нямбай, эмх цэгц сайтай, хариуцлагатай байх Хувийн зохион байгуулалт сайтай байх Багаар ажиллах чадвартай Цаг ашиглалт сайтай байх Ачаалал даах чадвартай	Гэр ХУД байвал давуу тал болно. Өмнө нь оффисын үйлчлэгч хийж байсан туршлагатай бол давуу тал болно	Улаанбаатар хот	 Хан-Уул дүүрэг	Мэргэжил хамаарахгүй	Бүтэн цагийн	600,000	800,000	Тохиролцоно	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, Шинэ Өргөө хороолол оффисын байр	86118855, 86119955	None	2022-03-11 10:55
Захиргаа, Хүний нөөц	Цэвэрлэгээ	https://www.zangia.mn/job/_lt5jfgf8re	Загал Хуур	Гэрийн үйчлэгч ажилд урьж байна.	Тогтвор суурьшилтай ажиллах, цэвэрч нямбай хүнийг үйлчлэгчийн ажилд урьж байна.	Мөн давхар хүүхэд асрагчийн ажилд туслана хүүхдэд хайртай байвал давуу тал болно		Улаанбаатар хот		Мэргэжил хамаарахгүй	Бүтэн цагийн	600,000	800,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, UB mart shopping center	88117983, 99097476	None	2022-03-05 18:27
Захиргаа, Хүний нөөц	Цэвэрлэгээ	https://www.zangia.mn/job/_u2-q2l2fmt	Макс Групп	ҮЙЛЧИЛГЭЭНИЙ АЖИЛТАН	220К Велнэс центр болон 2 блок ресидэнс орон сууцны цэвэрлэгээний ажлуудыг менежерийн хуваарилсан ажлын байрны нийт талбайд цэвэрлэгээ үйлчилгээг үзүүлэх, Харилцагч үйлчлүүлэгчдийн сэтгэл ханамжийг өндөрт тавьж, гомдолгүй эрүүл ахуйн шаардлагад нийцсэн цэвэрлэгээ үйлчилгээг үзүүлэх	Бүрэн болон бүрэн бус дунд боловсролтой /Мэргэжил харгалзахгүй/ Харилцаа хандлага зөв, ёс зүйтэй, цэвэрч нямбай	Тогтвор суурьшилтай тууштай ажиллах ажил горилогч анкетаа ирүүлэх, 89078855 утсаар холбогдож, ирж анкет бөглөж болно. Ур чадварын үнэлгээнд тохирсон цалингийн шатлалтай өсөлт	Улаанбаатар хот		Мэргэжил хамаарахгүй	Бүтэн цагийн	800,000	1,000,000		Монгол улс, Улаанбаатар хот, Чингэлтэй дүүрэг, Барилгачдын талбайн зүүн талд MAX TOWER, 13-р давхар 1300 тоот	77773636-600, 89078855	None	2022-03-01 11:05
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_k7xy9huz7l	Хаан Банк	Картын үйл ажиллагааны газарт Хяналтын ажилтан Түр	Энэхүү ажлын байрны зорилго нь ХААН банкны Цахим бүтээгдэхүүн, үйлчилгээнд үүсэх аливаа эрсдэлийг Цахим эрсдэлийн хяналтын системд үүссэн дохионд тулгуурлан хянах, эрсдэлтэйд тооцогдох гүйлгээг илрүүлэх,	Үндсэн шаардлага Англи хэлний дунд шатны мэдлэгтэй, ярианы чадвартай байх;Банк, санхүү, эдийн засаг, маркетинг, бизнес удирдлага, мэдээлэл технологийн чиглэлээр бакалавр ба түүнээс дээш зэрэгтэй;Банкны бизнес үйл ажиллагааны талаар зохих мэдлэгтэй;Компьютерийн хэрэглээний програм дээр ажиллах чадвартай;Ээлжийн зохион байгуулалтанд орж ажиллах чадвартай; Зан төлвийн шаардлага Ажлын ачаалал даах, шинэлэг зүйлүүдийг хурдан хугацаанд сурах чадвартай бөгөөд эрмэлзэлтэй,Аливаа асуудалд дүн шинжилгээ хийн оновчтой шийдвэрлэх чадвартай;Багаар болон бие даан ажиллах, бусдын нөлөөнд автахгүй шийдвэр гаргах чадвартай;Банкны үнэт зүйлс, бодлогод нийцэж, үнэнч шударга, ёс суртахуун болон ёс зүйн хэм хэмжээг сахиж ажиллах чадвартай;Бусадтай нээлттэй харилцах, хамтран ажиллах чадвартай;Идэвхи, санаачилгатай, шинийг эрэлхийлэх чадвартай;Удирдлагаас өгсөн үүрэг даалгаврыг цаг хугацаанд нь чанартай биелүүлэх чадвартай;Харилцааны өндөр соёлтой, хувийн зохион байгуулалт сайтай;Харилцагчаа эрхэмлэх, хамтын ажиллагаанд чиглэсэн харилцааг эрхэмлэсэн зан төлөвтэй;Эерэг зөв хандлагатай, тууштай, тогтвор суурьшилтай ажиллах чин хүсэл эрмэлзэлтэй;Ээлжийн зохион байгуулалтад орж ажиллах чадвартай;	Монгол улсын салбартаа тэргүүлэгч, цахимжсан, дэвшилтэт технологи бүхий Банканд ажиллахыг сонирхсон ажил горилогч Та ХААН Банкны веб хуудсаар ЭНД ДАРЖ зангиа хуудсаар ЭНД ДАРЖ өөрийн анкетаа бөглөх ба нэмэлтээр jobs@khanbank.com имэйл хаягаар өөрийн CV болон Cover letter-ийг илгээж болох юм.Анкет хүлээн авах сүүлийн хугацаа: 2022.04.06-ны өдрийг дуустал;Хариу өгөх: Анкетны сонгон шалгаруулалтад тэнцсэн ажил горилогч нарт анкет дээр бөглөсөн баталгаат утасны дугаар руу 75552211 дугаараас мессежээр холбоо барьж, дараагийн шатанд урих тул та гар утсаа нээлттэй байлгана уу.Холбоо барих: Асууж тодруулах зүйл байвал 85552211 (Хүний нөөц) дугаарт холбогдоно уу.ХААН Банкны Хүний нөөцийн удирдлагын газар	Улаанбаатар хот		Мэргэжилтэн	Бүтэн цагийн				Монгол улс, Улаанбаатар хот, ХААН Банк цамхаг, Чингисийн өргөн чөлөө-6, Стадион Оргил-1, Хан-Уул дүүрэг, Улаанбаатар 17010	7515 3333	None	2022-03-30 16:38
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_2wfquwhvcd	Эхлэл бизнес ХХК	Зээл судалгааны ажилтан	Категори, түүнд багтах брэнд болон сувгийн маркетинг, зах зээлийн, үнийн, өрсөлдөгчийн судалгааг хийх, идэвхжүүлэлтийн бодлого, брэндийн байр суурийг зах зээлд хадгалах, ахиулах, хэрэглэгчдэд таниулах. Урьдчилсан захиалганы зээлийн үйлчилгээн дээр ажилна, сургаж авна Ажлын байрны тодорхойлолтын дагуу	Бакалавр ба түүнээс дээш зэрэгтэй Хятад хэлний ярианы болон бичгийн чадвар сайтай Хэрэглээний программууд дээр ажиллах ур чадвартай Бичиг баримт боловсруулах, дүн шинжилгээ хийх, логик дүгнэлт гаргах өндөр ур чадвартай Асуудлыг илрүүлэн, шинэ санал санаачлага гарган, нэвтрүүлэх ур чадвартай Өөрийгөө илэрхийлэх, харилцааны өндөр ур чадвартай		Улаанбаатар хот		Дунд шатны удирдлага	Бүтэн цагийн	1,200,000	1,500,000	Тохиролцоно	Монгол улс, Улаанбаатар хот, Чингэлтэй дүүрэг, 4 хороо Самбуугийн гудамж 12-байр	80978484	None	2022-03-31 11:11
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_tjaoaulot7	Тээвэр хөгжлийн банк	Тусламжийн инженер	Банкны дотоод сүлжээний хэвийн тасралтгүй ажиллагааг хариуцан компьютер техник, программ хангамжийн жигд ажиллагааг хангах,	Мэдээллийн технологи, харилцаа холбооны чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй; Мэдээллийн технологи болон техник хангамжийн инженерийн чиглэлээр 2-оос доошгүй жил ажилласан туршлагатай, техник хангамжийн талаар мэдлэгтэй; Бүх төрлийн үйлдлийн систем болон хэрэглээний бусад мэргэжлийн программ хангамжууд дээр ажиллах чадвартай; Англи хэлний бичгийн болон ярианы дунд түвшний мэдлэгтэй; Компьютерийн хэрэглээний программууд дээр чөлөөтэй ажиллах чадвартай; Харилцааны соёл, хувийн зохион байгуулалт сайтай; Идэвх санаачилгатай, шинийг эрэлхийлдэг; Багаар ажиллах чадвартай Асуудал шийдвэрлэх, дүн шинжилгээ, үнэлэлт, дүгнэлт хийх чадвартай;		Улаанбаатар хот		Мэргэжилтэн	Бүтэн цагийн	1,200,000	1,500,000	Тохиролцоно	Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, Шангри-Ла төв, 15 давхар	77169999	None	2022-03-31 10:18
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_i9m87tha11	Нэткапитал санхүүгийн корпораци	Digital Marketing Manager	Responsible for developing, implementing and managing marketing campaigns that promote a company and its products and/or services. Plays a major role in enhancing brand awareness within the digital space as well as driving website traffic and acquiring leads/customers. Main Duties & Responsibilities: Overseeing the social media strategy for the company. Managing online brand and product campaigns to raise brand awareness. Managing the redesign of the company website. Improving the usability, design, content and conversion of the company website Evaluating customer research, market conditions and competitor data. Review new technologies and keep the company at the forefront of developments in digital marketing. Develop and implement a successful social media and community management strategy for all clients on all the major platforms, such as Facebook, Twitter, YouTube, LinkedIn, Google+ and Pinterest Keep up to date with the latest technology and digital marketing	Qualifications & skills: Education equivalent to Bachelor’s Degree or higher; marketing, graphic design or related fields plus. Strong understanding of current online marketing concepts, strategy and best practice. Experience in ecommerce, Email marketing, and social media. Previous experience in a similar digital marketing role. A strong working knowledge of the overall digital marketing mix – Email, SEO, PPC, Content, Social & Affiliates Ability to think creatively and innovatively Analytical skills to forecast and identify trends and challenges		Улаанбаатар хот		Дунд шатны удирдлага	Бүтэн цагийн	1,500,000	1,800,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, Шангри-Ла Оффисын 22 давхарт , өрөө #2201, 19 Олимпийн гудамж, 1-р хороо , Улаанбаатар хот 14241	99099316, 94103335	None	2022-03-31 08:57
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_obbp+w7ad7	БИД Санхүүгийн нэгдэл	Мэдээллийн ажилтан	Ажлын байрны тодорхойлолтод заагдсан ажил үүргийг гүйцэтгэнэ.	- Сэтгүүл зүй, харилцаа холбоо, маркетинг менежмент, аялал жуулчлалын чиглэлээр их, дээд сургууль төгссөн- Харилцаа холбоо, сэтгүүл зүй, операторын чиглэлээр ажиллаж байсан бол давуу тал болно- Комьпютерийн хэрэглээний программ дээр чөлөөтэй ажиллах чадвартай - Дуу хоолойны болон царайны зөв дүр төрхтэй - Багаар хамтран ажиллах, сэдэлжүүлэх чадвартай - Нээлттэй, санаачлагатай, шаламгай - Эрүүл чийрэг бие бялдартай, суурь өвчингүй - Нямбай, үнэнч шударга, итгэл даах чадвар, хувийн зохион байгуулалт, эмх цэгц сайтай, сахилга баттай, хариуцлагатай, цаг баримталдаг, ашигладаг байх	Анкет хүлээж авах мэйл:	Улаанбаатар хот	 Сүхбаатар дүүрэг	Мэргэжилтэн	Бүтэн цагийн	1,000,000	1,200,000	Тохиролцоно	Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, Сүхбаатар дүүрэг 2-р хороо 5-р хороолол Сөүл гудамж /1-р сургуулийн урд Модун цамхаг 6-р давхар/	11-312028	None	2022-03-18 18:34
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_p5mx3lg0rk	Шангри-ла Улаанбаатар ХХК	LEASING OFFICER (Office)	To support management in the area of leasing spaces at Central Tower and Shangri-La Centre. The job place role is to handle the issues related to leasing of the space and to keep high occupancy of Central Tower and Shangri-La Centre under Director of Leasing's direct supervision.	Bachelor's or master's degree in real estate or finance or a degree in business administration with specialization in real estate development from an accredited institution. Experience in property management to acquire clients and seal the deal Professionalism and punctuality Knowledge in property market, especially in office leasing High negotiation skills and ability to meet clients' needs Self-motivation and patience Excellent communication skill both in Mongolian and English Ability to process the document properly Well organized with ability to prioritize multi-tasks	Why join Shangri-La team?How do we support our employees’ career: As one of the leading employers in the hospitality industry, we provide numerous personal growth and learning opportunities through our global network.Employee benefits include things like daily lunch, mobile allowance, social insurance, Shangri-La Academy online training courses, Honeywell electrostatic air filter Pm2.5 in the entire Shangri-La UB Complex to provide our staff with clean air, and more.	Улаанбаатар хот		Дунд шатны удирдлага	Бүтэн цагийн	1,200,000	1,500,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 1-р хороо, Олимпийн гудамж, 19А, Шангри-ла төв, Хөрөнгийн менежментийн газар	70109911	None	2022-03-30 13:15
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_3drtwa4+gn	Шангри-ла Улаанбаатар ХХК	LEASING OFFICER (Retail)	To support management in the area of leasing spaces at Central Tower and Shangri-La Centre. The job place role is to handle the issues related to leasing of the space and to keep high occupancy of Central Tower and Shangri-La Centre under Director of Leasing's direct supervision.	Bachelor's or master's degree in real estate or finance or a degree in business administration with specialization in real estate development from an accredited institution. Experience in property management to acquire clients and seal the deal Professionalism and punctuality Knowledge in property market, especially in office leasing High negotiation skills and ability to meet clients' needs Self-motivation and patience Excellent communication skill both in Mongolian and English Ability to process the document properly Well organized with ability to prioritize multi-tasks	Why join Shangri-La team?How do we support our employees’ career: As one of the leading employers in the hospitality industry, we provide numerous personal growth and learning opportunities through our global network.Employee benefits include things like daily lunch, mobile allowance, social insurance, Shangri-La Academy online training courses, Honeywell electrostatic air filter Pm2.5 in the entire Shangri-La UB Complex to provide our staff with clean air, and more.	Улаанбаатар хот		Дунд шатны удирдлага	Бүтэн цагийн	1,500,000	1,800,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 1-р хороо, Олимпийн гудамж, 19А, Шангри-ла төв, Хөрөнгийн менежментийн газар	70109911	None	2022-03-30 13:12
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_wgiqfu20+s	Капитрон банк	ӨМЧИЙН ХАРИЛЦАА ҮЙЛЧИЛГЭЭНИЙ ХЭЛТЭСТ ЖОЛООЧ	Тээврийн хэрэгслийн бүрэн бүтэн, цэвэр байдал, тээвэрлэж яваа ажилтны аюулгүй байдлыг ханган тээвэрлэж банкны өдөр тутмын ажлыг хийж гүйцэтгэхэд туслах.	Бүрэн дундаас дээш боловсролтой, авто механик, инженер, жолоочоор ажиллаж байсан. Жолооны D эрхийн үнэмлэхтэй, жолоочийн ажлын 3-аас доошгүй жилийн туршлагатай, Ял шийтгэлгүй, хариуцлага хүлээх чадвартай, ёс зүйн доголдолгүй, харилцааны өндөр соёлтой, үнэнч шударга, нягт нямбай, ажлын төлөө гэх сэтгэлтэй байх.		Улаанбаатар хот	 Сүхбаатар дүүрэг	Мэргэжил хамаарахгүй	Бүтэн цагийн	800,000	1,000,000		Монгол улс, Улаанбаатар хот, СБД, Усны гудамж,-4, Улаанбаатар-14253, Капитрон банк, төв байр	75115555	None	2022-03-30 12:10
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_gu0pi7xcde	"Соно финтек" ББСБ	Оффис үйлчлэгч	Байгууллагын өрөө тасалгаа, цэвэрлэгээг хариуцан ажиллах	- Цэвэрч нямбай - Үнэнч шударга- Хурдтай- Харилцааны соёлтой- Үйлчилгээний чиглэлээр 2-аас доошгүй жил ажиллаж байсан туршлагатай		Улаанбаатар хот		Мэргэжил хамаарахгүй	Бүтэн цагийн	800,000	1,000,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 5-р хороо 5-р хороолол Нарны зам 81 байр 401 тоот	8610-1999, 7777-4666	None	2022-03-25 15:30
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_hp-j2dph9f	Интенсив ХХК	Эрэгтэй хангамжийн менежер ажилд авна.	Ажлын байрны тодорхойлолтонд заасан чиг үүргийн дагуу.	-Эдийн засагч бизнесийн чиглэлээр баклавр болон түүнээс дээш зэрэгтэй байх. -Барилгын компанид ажиллаж байсан бол давуу тал болно. -Компьютерийн хэрэглээний мэдлэгтэй. -Гэрээ хэлэлцээр хийх чадвартай, эрсдлийн менежментийг хэрэгжүүлэх чадвартай.	Бараа материалын үнэ бууруулах ярианы чадвартай, сэргэлэн цовоо, хувьдаа машинтай байх.	Улаанбаатар хот	 Сүхбаатар дүүрэг	Мэргэжил хамаарахгүй	Бүтэн цагийн	1,000,000	1,200,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, СБД, 1-хороо, юнион бюлдинг С блок 7 давхар, 701 тоот	77555056, 99140761, 89090619	None	2022-03-11 17:48
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_h0e+uut4ix	РЕМАКС Платин	Үл хөдлөх хөрөнгийн зууч /REAL ESTATE AGENT/	Харилцааны өндөр ур чадвартай, амжилтанд хүрэх хүсэл эрмэлзэл, тууштай ажиллах хүсэлтэй, зөв хандлага бүхий эрч хүчтэй хэн бүхнийг олон улсын нэр хүндтэй байгууллагын нэгээхэн хэсэг болохыг урьж байна.	Дээд боловсролтой Идэвх санаачлагатай Гэрээ хэлэлцээр байгуулах, харилцааны чадвартай Судалгаа шинжилгээ хийж нөхцөл байдалд анализ хийх чадвартай Багаар ажиллах чадвартай Санхүүгийн тооцоолол дүн шинжилгээ хийх чадвартай Компьютерын хэрэглээний програмууд дээр ажиллах ахисан төвшиний мэдлэгтэй Гадаад хэлний мэдлэгтэй Маркетинг, борлуулалтын чиглэлээр ажилласан туршлагатай бол давуу тал болно	RE/MAX үл хөдлөх хөрөнгө зуучлалын компани нь дэлхийн шилдэг franchise компани юм. Монголд үйл ажиллагаагаа явуулж эхлээд хэдийн 6 жилийг ардаа үдсэн RE/MAX Mongolia нь 67 брокер оффис, 1000 гаруй агенттайгаар ажиллаж байна. RE/MAX Platin оффис нь 2017 оны “ШИЛДЭГ БРОКЕР ОФФИС”, 2018 оны “ХАМГИЙН ТОМ БРОКЕР ОФФИС”, 2020 оны “ШИЛДЭГ БРОКЕР ОФФИС”-оор шалгарч байсан “Шилдэг” хамт олон билээ. Үл хөдлөх хөрөнгө зуучлалын агентын ажил танд: Зуучлалын салбарт Дэлхийн №1 брэнд нэрийн дор ажиллах Үл хөдлөх хөрөнгө зуучлалын салбарын тэргүүлэгчдийн эгнээнд нэгдэх Дэлхийн өнцөг булан бүрт хүрч ажиллах Найрсаг, ёс зүйтэй, ажил хэрэгч хамт олонтой ажиллах Орлого олох хязгааргүй боломжоор хангагдах Өсөн дэвжих, өөрийгөө хөгжүүлэх, салбарын эксперт болох GRI (Graduate Realtors Institute) зэрэг авах CIPS (Certified International Property Specialist) буюу Олон улсын үл хөдлөх хөрөнгийн итгэмжлэгдсэн мэргэжилтэн болох боломжоор хангагдах АНУ-д төвтэй Үндэсний Рейлторуудын Холбооны Гишүүн буюу Олон Улсын Реалтор болох боломж Өөрийн олсон орлогоос “Ид шидийн орон” төсөлд хандив өргөж “Ид шидтэй Агент” болох зэрэг олон боломжуудыг олгох болно.	Улаанбаатар хот	 Баянзүрх дүүрэг	Мэргэжил хамаарахгүй	Бүтэн цагийн	2,500,000	3,000,000		Монгол улс, Улаанбаатар хот, Баянзүрх дүүрэг, 26-р хороо, Их Монгол Улсын гудамж,Сакура оффис, 4-р давхарт 404 тоот	77772077	None	2022-03-30 10:19
Банк, санхүү, нягтлан бодох бүртгэл	Бусад	https://www.zangia.mn/job/_id_5wlsij6	Тээвэр хөгжлийн банк	ДИЛЕР	Банкны үнэт цаасны хүүгийн орлого, гадаад валютын арилжааны ашгийг нэмэгдүүлэх, зохистой харьцааны шалгуур үзүүлэлтийг хангах, банк хоорондын болон харилцагчтай захын хэлцлүүдийг хийх,	Банк, санхүүгийн мэргэжлээр бакалавр болон түүнээс дээш зэрэгтэй; Оффисын хэрэглээний програмуудыг хэрэглээний түвшинд эзэмшсэн; Мэдээлэл цуглуулах, дүгнэх, тайлагнах ур чадвартай; Англи хэлний яриа болон бичгийн чадварыг мэргэжлийн түвшинд эзэмшсэн; Мэргэжлээрээ ажиллаж байсан туршлагатай бол давуу тал болно;		None		Мэргэжилтэн	Бүтэн цагийн	1,500,000	1,800,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, Шангри-Ла төв, 15 давхар	77169999	None	2022-03-29 16:54
